FIPS,STATEABBRV,State,County,County_State,Community_Type,POPULATION,AREA,Population_Density,Percent_Rural,RISK_SCORE,RISK_RATNG,EAL_SCORE,EAL_RATNG,SOVI_SCORE,SOVI_RATNG,RESL_SCORE,RESL_RATNG,Percent_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Number_Primary_Care_Physicians,Primary_Care_Physicians_Rate,Primary_Care_Physicians_Ratio,Number_Dentists,Dentist_Rate,Dentist_Ratio,Number_Mental_Health_Providers,Mental_Health_Provider_Rate,Mental_Health_Provider_Ratio,Average_Daily_PM2.5,Presence_of_Water_Violation,Life_Expectancy,Age_Adjusted_Death_Rate,Percent_Frequent_Physical_Distress,Percent_Frequent_Mental_Distress,Percent_Less_than_18_Years_of_Age,Percent_65_and_Over,Percent_Non_Hispanic_White,Percent_Female,Geolocation
13051.0,GA,Georgia,Chatham,"Chatham, GA",Urban,293520.0,636.33397971,461.267210865853,4.5049938143,98.66369710467704,Relatively High,98.7310430207366,Relatively High,83.23000335693358,Very High,90.7699966430664,Very High,15.4,3.4631102307,4.8385750132,270.0,93.27617,1072:1,203.0,68.50494,1460:1,568.0,191.67884,522:1,9.0,No,77.565729871,410.27445805,10.2,15.7,20.651708068,16.532975173,47.299454323,51.831579089,POINT (-81.085184 31.9804037)
13053.0,GA,Georgia,Chattahoochee,"Chattahoochee, GA",Rural,9529.0,253.69613841,37.5606820810182,29.519836691,3.308940502704422,Very Low,3.156917363045496,Very Low,74.27999877929686,Relatively High,7.610000133514404,Very Low,18.5,3.7808421336,4.8342468755,12.0,113.7333,879:1,74.0,817.8602999999999,122:1,1.0,11.05217,9048:1,9.8,No,78.104552731,530.41185718,11.8,15.6,22.612732095,5.0729442971,56.719717065,35.112732095,POINT (-84.7880206 32.3474454)
13055.0,GA,Georgia,Chattooga,"Chattooga, GA",Rural,24938.0,316.71244956000004,78.74019488228417,57.559100519,54.72478523703468,Relatively Low,49.64407304240173,Very Low,91.22000122070312,Very High,15.979999542236328,Very Low,21.6,4.3665339026,5.3851486529,2.0,8.05056,12422:1,8.0,32.08728,3117:1,10.0,40.1091,2493:1,9.3,No,72.230796294,631.78399235,13.9,18.6,22.128188673,18.450184502,82.127386491,48.89699984,POINT (-85.3452894 34.4741785)
13057.0,GA,Georgia,Cherokee,"Cherokee, GA",Urban,266412.0,438.75977769,607.1933061016133,17.102721768,82.65987909640471,Relatively Low,84.74156607861343,Relatively Moderate,22.280000686645508,Relatively Low,51.369998931884766,Relatively Moderate,11.7,2.9178789609,4.4464634045,116.0,43.72837,2287:1,134.0,48.79559,2049:1,285.0,103.78166,964:1,10.4,No,80.217300134,262.52814501,8.6,14.4,23.106530962,15.421590226,76.861788322,50.496149154,POINT (-84.4750574 34.2443166)
13059.0,GA,Georgia,Clarke,"Clarke, GA",Small Urban,128510.0,122.2545636,1051.1673038273395,5.8596226674,67.73783009863187,Relatively Low,64.68585577220675,Relatively Low,82.11000061035155,Very High,36.6599998474121,Relatively Low,17.5,3.8504211915,5.0777216584,106.0,82.94534,1206:1,67.0,52.0546,1921:1,406.0,315.43536,317:1,9.9,Yes,79.074449642,351.85115034,11.6,16.1,16.836944783,12.051805984,55.268780446,52.459385756,POINT (-83.3671522 33.9521852)
13061.0,GA,Georgia,Clay,"Clay, GA",Rural,2848.0,219.42993462,12.979086034601671,100.0,14.285714285714285,Very Low,7.861343237387805,Very Low,94.11000061035156,Very High,4.360000133514404,Very Low,24.6,4.5100916612,5.4250374649,1.0,34.89184,2866:1,0.0,0.0,2882:0,,,,9.0,No,73.476697428,574.65410998,14.4,18.1,20.333102012,28.660652325,36.780013879,52.463566967,POINT (-84.9925826 31.6198309)
13063.0,GA,Georgia,Clayton,"Clayton, GA",Urban,297436.0,145.79825637,2040.0518319312464,0.8877359072,86.47788736875597,Relatively Moderate,82.17270194986072,Relatively Low,95.38999938964844,Very High,19.56999969482421,Very Low,20.8,3.7739197175,5.0271852302,76.0,25.96994,3851:1,71.0,23.89768,4185:1,219.0,73.71255,1357:1,8.7,No,76.021148481,440.93195054,11.9,16.4,27.222484012,10.423426456,8.4116459105,53.21373275,POINT (-84.3555727 33.5426863)
13065.0,GA,Georgia,Clinch,"Clinch, GA",Rural,6718.0,832.31165706,8.07149574683382,60.429538099,35.92109449570474,Very Low,23.645930052615288,Very Low,94.2699966430664,Very High,23.459999084472656,Relatively Low,26.6,5.0434652337,5.7297369901,1.0,15.192950000000002,6582:1,1.0,14.869889999999998,6725:1,1.0,14.869889999999998,6725:1,8.3,No,71.545107222,699.22343235,16.4,19.6,25.234200743,16.698884758,64.3866171,51.598513011,POINT (-82.7026143 30.9176531)
13067.0,GA,Georgia,Cobb,"Cobb, GA",Urban,764915.0,348.03000687,2197.842096660704,0.2461930188,92.20489977728286,Relatively Moderate,92.78861033735684,Relatively Moderate,42.27000045776367,Relatively Moderate,39.81999969482422,Relatively Low,12.1,2.6372808907,4.2946115038,591.0,77.46309,1291:1,547.0,71.33523,1402:1,1687.0,220.00464,455:1,8.6,No,80.25641044,275.89759901,8.1,14.0,22.684343546,13.306824969,50.209180466,51.275687857,POINT (-84.5741213 33.9399286)
13069.0,GA,Georgia,Coffee,"Coffee, GA",Rural,43015.0,608.73388719,70.66306132317227,66.583246766,77.34648425071587,Relatively Low,72.14484679665738,Relatively Low,96.75,Very High,20.3700008392334,Relatively Low,21.9,4.2656882304,5.0892315746,25.0,57.84627,1729:1,16.0,36.87826,2712:1,14.0,32.26847,3099:1,7.2,Yes,73.484215105,578.69915419,13.5,17.7,24.238233532,14.119762135,56.746415895,48.349698059,POINT (-82.8449401 31.5492452)
13071.0,GA,Georgia,Colquitt,"Colquitt, GA",Rural,45835.0,562.25852124,81.5194403793399,58.949843949,81.51447661469933,Relatively Low,75.54936552151037,Relatively Low,98.08999633789062,Very High,10.409999847412108,Very Low,23.2,4.3844643825,5.1805307875,19.0,41.71973,2397:1,12.0,26.19401,3818:1,39.0,85.13053000000001,1175:1,9.4,No,73.351969169,582.60329134,14.0,17.9,25.523880206,16.128961844,54.121190954,50.106958875,POINT (-83.769773 31.1897075)
13073.0,GA,Georgia,Columbia,"Columbia, GA",Small Urban,155619.0,310.8083277,500.6912174831022,16.227741369,76.4556156538339,Relatively Low,78.55153203342617,Relatively Low,16.450000762939453,Very Low,58.75,Relatively Moderate,12.0,3.0086602991,4.5966349958,167.0,104.12964,960:1,90.0,56.3772,1774:1,186.0,116.51288,858:1,10.3,No,80.064200686,290.20331854,8.7,14.7,25.042126297,14.431310645,65.432632377,50.920514411,POINT (-82.2496077 33.5520746)
13075.0,GA,Georgia,Cook,"Cook, GA",Rural,17209.0,235.55721306,73.0565614036901,59.412038113,60.03818008272352,Relatively Low,51.96533580934695,Relatively Low,89.08000183105469,Very High,33.83000183105469,Relatively Low,20.7,4.2375819938,5.4364426238,10.0,57.83356,1729:1,5.0,29.02758,3445:1,7.0,40.63861,2461:1,9.1,No,74.097562788,512.11456363,13.3,17.8,25.346879536,16.59796807,63.164005806,51.680696662,POINT (-83.4294448 31.1525157)
13077.0,GA,Georgia,Coweta,"Coweta, GA",Small Urban,146099.0,450.4687863,324.3265780965832,32.93275839,67.6423798918231,Relatively Low,68.46177653977097,Relatively Low,29.6299991607666,Relatively Low,59.9900016784668,Relatively Moderate,13.1,3.0917698767,4.67070702,72.0,47.72985,2095:1,55.0,36.67743,2726:1,136.0,90.69327,1103:1,9.8,Yes,78.394585798,339.63600152,9.3,15.2,23.346848409,14.879031182,69.356344528,51.291712236,POINT (-84.7621381 33.3528965)
13079.0,GA,Georgia,Crawford,"Crawford, GA",Rural,12119.0,329.74927947000003,36.75216521921942,100.0,7.190582246261533,Very Low,6.004333023831631,Very Low,53.950000762939446,Relatively Moderate,14.159999847412108,Very Low,18.4,3.9061722817,5.2317200455,1.0,8.17595,12231:1,,,,,,,9.8,No,74.507800732,489.34780893,12.1,17.3,20.225458734,19.937464001,72.558216078,49.65852053,POINT (-83.9791874 32.7094283)
13081.0,GA,Georgia,Crisp,"Crisp, GA",Rural,20073.0,283.78195482,70.73388444565511,47.028456845,61.11994909322304,Relatively Low,50.60352831940576,Very Low,99.33000183105467,Very High,20.75,Relatively Low,24.4,4.5703802617,5.4251169166,15.0,68.07661,1469:1,11.0,55.33478,1807:1,12.0,60.365210000000005,1657:1,9.6,No,73.062571049,618.17354252,14.8,18.5,23.814075155,19.915488707,49.132250113,52.442275768,POINT (-83.7565301 31.9202675)
13083.0,GA,Georgia,Dade,"Dade, GA",Rural,16217.0,175.91852577,92.184719767391,72.12769795,33.85300668151447,Very Low,30.23831631073971,Very Low,56.75,Relatively Moderate,13.050000190734863,Very Low,16.3,3.745249407,5.2329452423,6.0,37.36688,2676:1,5.0,30.626,3265:1,6.0,36.75119,2721:1,8.7,No,75.479351589,485.06470022,11.5,17.4,19.34337866,20.403038099,92.888643881,50.692147495,POINT (-85.5062006 34.8524237)
13085.0,GA,Georgia,Dawson,"Dawson, GA",Rural,26760.0,216.57281607,123.5612136628944,80.309001343,24.817053770283167,Very Low,29.805013927576603,Very Low,18.8700008392334,Very Low,63.93999862670898,Relatively High,12.3,3.088524497,4.9316640429,17.0,62.70055,1595:1,14.0,49.12798,2036:1,30.0,105.27424,950:1,9.1,No,77.429529807,395.64769426,9.1,15.4,20.17756255,20.307400779,89.567322876,50.149138506,POINT (-84.1732611 34.4426077)
13087.0,GA,Georgia,Decatur,"Decatur, GA",Rural,29305.0,629.45902149,46.55585034055399,56.475827886,80.78269169583201,Relatively Low,75.08511296812131,Relatively Low,96.0199966430664,Very High,18.36000061035156,Very Low,21.2,4.0739554966,5.1231195123,10.0,37.79718,2646:1,9.0,30.99387,3226:1,18.0,61.98774,1613:1,9.3,Yes,73.012302527,600.79229484,13.0,17.6,24.395619533,16.870996625,49.02197121,50.95736621,POINT (-84.5838902 30.8806431)
13089.0,GA,Georgia,DeKalb,"DeKalb, GA",Urban,763614.0,273.89807367000003,2787.949508984219,0.2630464537,89.62774419344576,Relatively Moderate,89.07458991024451,Relatively Moderate,81.63999938964845,Very High,31.51000022888184,Relatively Low,14.7,3.0660512296,4.4432235302,834.0,109.44753,914:1,462.0,60.972550000000005,1640:1,2698.0,356.06914,281:1,9.6,No,79.854318414,340.02333165,9.5,14.1,22.600492532,13.579326346,29.489599033,52.597932212,POINT (-84.2263432 33.7706611)
13091.0,GA,Georgia,Dodge,"Dodge, GA",Rural,19846.0,508.19618382,39.05184775458552,72.22884933,32.26216990136812,Very Low,26.586196224079234,Very Low,81.73000335693358,Very High,14.420000076293944,Very Low,19.8,4.0034069912,5.1595166067,7.0,34.22648,2922:1,9.0,45.54886,2195:1,8.0,40.48788,2470:1,9.6,No,74.975058619,537.853107,12.6,16.9,19.191254618,19.115339845,63.986031682,47.487221013,POINT (-83.1678658 32.164369)
13093.0,GA,Georgia,Dooly,"Dooly, GA",Rural,11183.0,401.32970709,27.864869712951904,53.666711355,37.09831371301304,Very Low,25.90529247910863,Very Low,91.91999816894533,Very High,9.039999961853027,Very Low,20.8,4.0455056336,5.0890905838,1.0,7.59071,13174:1,4.0,36.74782,2721:1,,,,9.6,No,76.733628879,491.04607887,12.4,16.3,15.994487827,21.864951768,42.140560404,44.915020671,POINT (-83.807167 32.1519954)
13095.0,GA,Georgia,Dougherty,"Dougherty, GA",Small Urban,85747.0,337.94913048,253.7275354968684,13.959710252,79.51002227171492,Relatively Low,75.11606313834726,Relatively Low,97.2300033569336,Very High,54.680000305175774,Relatively Moderate,22.1,4.0519596994,5.5672726914,69.0,79.79,1253:1,57.0,67.18212,1488:1,131.0,154.40102,648:1,10.8,No,72.842046811,601.88947029,13.2,17.8,23.756541417,16.810852859,23.42534534,53.798736505,POINT (-84.20904 31.5325876)
13097.0,GA,Georgia,Douglas,"Douglas, GA",Small Urban,144139.0,203.09947515,709.696565653582,15.757195834,75.08749602290804,Relatively Low,73.56855462705043,Relatively Low,69.29000091552734,Relatively High,41.119998931884766,Relatively Moderate,16.1,3.3651763311,5.002831348,61.0,41.21956,2426:1,64.0,43.89153,2278:1,201.0,137.84685000000002,725:1,10.1,No,77.103686759,393.9965552,10.1,15.6,25.46257561,12.216933902,34.185331998,52.37082859,POINT (-84.7673139 33.7012421)
13099.0,GA,Georgia,Early,"Early, GA",Rural,10781.0,521.5584426,20.67074199059279,65.952034884,59.401845370664965,Relatively Low,52.64623955431755,Relatively Low,96.55999755859376,Very High,29.059999465942383,Relatively Low,24.2,4.5624868786,5.2910510481,6.0,59.77882,1673:1,4.0,37.66833,2655:1,7.0,65.91958,1517:1,9.3,No,71.827799011,680.71090412,14.5,18.5,24.550334306,19.61578303,43.252660326,53.404275355,POINT (-84.9067225 31.3241906)
13101.0,GA,Georgia,Echols,"Echols, GA",Rural,3694.0,424.96703262000005,8.692438981032975,100.0,4.263442570792237,Very Low,4.054472299597648,Very Low,51.75,Relatively Moderate,1.399999976158142,Very Low,20.7,4.1330598624,5.0964489478,,,,0.0,0.0,3699:0,,,,8.2,No,79.931439909,354.6097792,13.0,17.3,26.682887267,13.409029467,58.799675588,48.418491484,POINT (-82.8973758 30.7140081)
13103.0,GA,Georgia,Effingham,"Effingham, GA",Small Urban,64648.0,487.77847833,132.5355727487904,67.052631579,79.16003818008272,Relatively Low,80.25379139585267,Relatively Low,33.5099983215332,Relatively Low,62.130001068115234,Relatively High,14.2,3.2673686541,4.702654319,14.0,21.28792,4698:1,12.0,17.97995,5562:1,32.0,47.94654,2086:1,9.1,No,76.688270813,427.77537756,9.9,15.7,26.517433062,12.206889318,75.589218022,50.092147256,POINT (-81.3433553 32.361688)
13105.0,GA,Georgia,Elbert,"Elbert, GA",Rural,19609.0,377.9940333,51.87648024178481,70.618863434,28.44416162901686,Very Low,18.60105230578768,Very Low,96.91000366210936,Very High,19.479999542236328,Very Low,21.8,4.3302950146,5.3862669561,9.0,46.54771,2148:1,5.0,25.53757,3916:1,7.0,35.75259,2797:1,9.5,No,73.718083673,581.7391146,13.7,18.2,22.15128454,21.150211962,62.766229123,52.020021452,POINT (-82.8419087 34.116413)
13107.0,GA,Georgia,Emanuel,"Emanuel, GA",Rural,22739.0,697.1517360600001,32.61700261769552,66.882024958,58.51097677378301,Relatively Low,47.910863509749305,Very Low,98.7300033569336,Very High,14.890000343322754,Very Low,22.8,4.3929168644,5.3291153685,9.0,39.98756,2501:1,3.0,13.206550000000002,7572:1,22.0,96.84804,1033:1,9.3,Yes,72.757379159,613.18380101,14.0,18.1,25.211304807,16.455361859,58.945236837,50.316957211,POINT (-82.2997628 32.5910995)
13109.0,GA,Georgia,Evans,"Evans, GA",Rural,10729.0,188.75610663,56.84054514342681,61.281818182,63.85618835507477,Relatively Low,53.41999380996596,Relatively Low,96.44000244140624,Very High,29.090000152587887,Relatively Low,22.5,4.3750655907,5.1324011615,5.0,47.00132,2128:1,3.0,28.11094,3557:1,1.0,9.37031,10672:1,9.0,No,73.989206212,549.92889818,13.9,17.9,25.833958021,16.210644678,55.659670165,50.730884558,POINT (-81.890153 32.1530834)
13111.0,GA,Georgia,Fannin,"Fannin, GA",Rural,25270.0,396.2677301700001,63.77001727887126,100.0,39.23003499840917,Very Low,33.36428350355927,Very Low,48.6599998474121,Relatively Moderate,27.940000534057617,Relatively Low,15.6,3.6536866551,5.2407748369,12.0,45.24716,2210:1,6.0,23.2405,4303:1,23.0,89.08859,1122:1,7.9,No,76.818607222,431.13283303,11.1,16.7,15.850021304,30.785916257,93.728938296,50.741759306,POINT (-84.3173308 34.8665427)
13113.0,GA,Georgia,Fayette,"Fayette, GA",Small Urban,118998.0,201.52045797,590.5008414466537,18.178235289,68.78778237352847,Relatively Low,71.83534509439802,Relatively Low,13.970000267028809,Very Low,63.9099998474121,Relatively High,10.8,2.6702874808,4.3455784191,130.0,112.24217,891:1,123.0,102.01204,980:1,273.0,226.41697,442:1,9.9,Yes,80.704094837,260.68467285,7.7,13.6,22.796788694,19.495911225,58.586428252,51.38089472,POINT (-84.4939407 33.4127172)
13115.0,GA,Georgia,Floyd,"Floyd, GA",Small Urban,98532.0,523.69925673,188.1461520782709,36.822160159,78.65097041043589,Relatively Low,74.74466109563603,Relatively Low,95.29000091552734,Very High,45.959999084472656,Relatively Moderate,18.3,3.7780758611,5.2765870939,145.0,147.05286,680:1,40.0,40.49772,2469:1,153.0,154.90377,646:1,9.9,No,74.236344032,525.7579524,11.8,17.2,22.797177309,17.044476618,69.836287979,51.140516953,POINT (-85.2136851 34.2636918)
13117.0,GA,Georgia,Forsyth,"Forsyth, GA",Urban,251239.0,249.68020116,1006.243181608946,9.921885238,81.16449252306715,Relatively Low,84.86536675951719,Relatively Moderate,7.0,Very Low,58.93999862670898,Relatively Moderate,9.5,2.4470425744,4.1862269738,97.0,38.66899,2586:1,101.0,38.8154,2576:1,195.0,74.94062,1334:1,10.4,No,82.259084472,203.0465644,7.1,12.8,26.228065456,12.357516737,65.874730022,49.977325657,POINT (-84.1274075 34.225143)
13119.0,GA,Georgia,Franklin,"Franklin, GA",Rural,23415.0,268.95409398000004,87.05946674208717,88.928636117,28.85777919185492,Very Low,25.47199009594553,Very Low,74.73000335693358,Relatively High,24.540000915527344,Relatively Low,17.5,3.9630312689,5.2977670271,8.0,34.03676,2938:1,5.0,21.02165,4757:1,18.0,75.67795,1321:1,9.4,No,73.33132223,569.46727382,11.9,17.2,22.106369561,19.08345596,81.896153038,50.943872188,POINT (-83.2275325 34.3752657)
13121.0,GA,Georgia,Fulton,"Fulton, GA",Urban,1065539.0,539.68178433,1974.3838516299693,1.0776889812,92.30034998409168,Relatively Moderate,92.6648096564531,Relatively Moderate,69.0,Relatively High,55.27999877929688,Relatively Moderate,12.5,2.8707323723,4.5042867918,1194.0,110.82214,902:1,794.0,74.53062,1342:1,3153.0,295.96352,338:1,9.5,Yes,79.034859281,341.29599271,8.6,13.6,21.011063197,12.383721913,38.964399897,51.503002814,POINT (-84.4681816 33.7900338)
13123.0,GA,Georgia,Gilmer,"Gilmer, GA",Rural,31286.0,435.30630156,71.8712315624214,87.643150007,61.46993318485522,Relatively Low,55.493655215103686,Relatively Low,65.44000244140625,Relatively High,17.1200008392334,Very Low,16.5,3.8023089625,5.4119017186,18.0,56.2887,1777:1,9.0,28.10217,3558:1,26.0,81.18404,1232:1,8.6,No,76.592981728,427.82377942,11.5,16.9,18.553675139,26.32236308,84.674951602,49.534753013,POINT (-84.4546244 34.6905055)
13125.0,GA,Georgia,Glascock,"Glascock, GA",Rural,2884.0,145.91146752,19.765410142315865,100.0,3.372573973910277,Very Low,2.476013618074899,Very Low,66.38999938964844,Relatively High,21.040000915527344,Relatively Low,18.7,4.1277798985,5.4017655973,1.0,33.51206,2984:1,0.0,0.0,2919:0,,,,9.4,Yes,73.973107316,578.13802682,12.7,18.2,21.000342583,18.636519356,86.844809866,50.531003768,POINT (-82.6069126 33.2274908)
13127.0,GA,Georgia,Glynn,"Glynn, GA",Small Urban,84424.0,591.22375533,142.79534480626126,20.566146736,90.80496341075404,Relatively Moderate,90.71494893221912,Relatively Moderate,75.48999786376953,Relatively High,83.98999786376953,Very High,15.4,3.6720806079,5.2250181473,46.0,53.75841,1860:1,45.0,53.10424,1883:1,123.0,145.15158,689:1,7.6,Yes,76.663969481,445.20538461,10.5,16.1,20.983254464,21.411628648,63.640118481,52.908342086,POINT (-81.4964503 31.2127098)
13129.0,GA,Georgia,Gordon,"Gordon, GA",Small Urban,57400.0,362.27561565,158.44290236595722,51.558366252,65.98790964047089,Relatively Low,61.21943670690189,Relatively Low,87.20999908447266,Very High,27.559999465942383,Relatively Low,18.7,4.0196820957,4.8747647358,25.0,42.53147,2351:1,12.0,20.60546,4853:1,43.0,73.83622,1354:1,9.7,No,74.943933346,495.12906848,12.3,17.2,23.433555987,15.376822295,75.860707111,50.4850868,POINT (-84.8738622 34.5096669)
13131.0,GA,Georgia,Grady,"Grady, GA",Rural,26150.0,464.9104512,56.247391153507365,62.360561353,77.12376710149539,Relatively Low,71.46394305168678,Relatively Low,92.45999908447264,Very High,20.71999931335449,Relatively Low,19.8,3.9867789945,4.9790444424,13.0,53.08072,1884:1,6.0,23.14993,4320:1,9.0,34.7249,2880:1,9.5,No,75.979570533,502.45207585,12.5,17.2,24.504205571,19.256887105,57.43884559,51.466162513,POINT (-84.2450803 30.8759076)
13133.0,GA,Georgia,Greene,"Greene, GA",Rural,18862.0,410.31186768,45.96991090374791,82.749781168,22.430798600063635,Very Low,23.70783039306716,Very Low,56.33000183105469,Relatively Moderate,30.809999465942383,Relatively Low,17.0,3.5742743068,4.8987936521,13.0,69.01311,1449:1,19.0,97.25635,1028:1,9.0,46.0688,2171:1,9.9,Yes,78.334360239,361.97692122,10.9,15.8,17.767199017,29.847461097,59.638615889,50.788288288,POINT (-83.1666253 33.5767036)
13135.0,GA,Georgia,Gwinnett,"Gwinnett, GA",Urban,956460.0,441.193623,2167.891714971592,0.4855206806,91.4412981228126,Relatively Moderate,91.5506035283194,Relatively Moderate,60.150001525878906,Relatively High,15.340000152587892,Very Low,14.3,2.9030547387,4.2450159316,619.0,65.66754,1523:1,607.0,62.93116,1589:1,1297.0,134.46741,744:1,10.8,No,80.598396887,264.31361639,9.0,13.8,26.297242433,11.013471623,33.209302615,50.990414143,POINT (-84.0257351 33.9587564)
13137.0,GA,Georgia,Habersham,"Habersham, GA",Rural,45948.0,281.87397186000004,163.0090202965645,58.762575219,36.430162265351576,Very Low,33.6428350355927,Very Low,67.02999877929688,Relatively High,24.3799991607666,Relatively Low,16.6,3.6654037823,5.4189818163,21.0,45.60558,2193:1,21.0,44.89674,2227:1,25.0,53.4485,1871:1,8.6,No,76.832194631,406.15371517,11.2,17.0,22.185402146,18.367041519,75.571898918,51.97118057,POINT (-83.5258749 34.6343924)
13139.0,GA,Georgia,Hall,"Hall, GA",Small Urban,202853.0,433.61085924,467.8226932682112,20.556643886,81.38720967228761,Relatively Low,79.04673475704115,Relatively Low,78.95999908447266,Relatively High,30.13999938964844,Relatively Low,16.7,3.4481013436,4.8394998659,119.0,57.60173,1736:1,106.0,51.11661,1956:1,206.0,99.33982,1007:1,9.3,No,78.776942759,340.94772227,10.7,15.5,24.191176116,15.852417671,59.309250659,49.998312187,POINT (-83.8184997 34.3175689)
13141.0,GA,Georgia,Hancock,"Hancock, GA",Rural,8698.0,482.6394448200001,18.02173463721746,61.586594549,6.936048361438115,Very Low,4.487774682760755,Very Low,90.19999694824216,Very High,1.210000038146973,Very Low,26.7,4.6159450478,5.1775289664,1.0,11.77302,8494:1,1.0,11.58749,8630:1,3.0,34.76246,2877:1,9.6,No,72.316931506,623.10004261,14.8,17.6,14.820393975,24.750869061,26.002317497,43.603707995,POINT (-83.0004653 33.2692195)
13143.0,GA,Georgia,Haralson,"Haralson, GA",Rural,29903.0,286.03423797,104.5434288294407,77.359277276,23.86255170219536,Very Low,23.76973073351904,Very Low,42.200000762939446,Relatively Moderate,39.619998931884766,Relatively Low,15.6,3.6232338555,5.0983185553,13.0,42.78708,2337:1,6.0,19.6258,5095:1,19.0,62.14836999999999,1609:1,9.5,Yes,73.008593475,600.84091976,11.0,16.9,24.329451786,15.89035719,90.154389638,50.945309433,POINT (-85.2200629 33.7951646)
13145.0,GA,Georgia,Harris,"Harris, GA",Rural,34598.0,477.731163,72.42148446573079,96.683737197,17.467387846007,Very Low,20.45806251934385,Very Low,6.75,Very Low,60.119998931884766,Relatively High,12.0,2.8910826353,4.6340977405,10.0,27.71619,3608:1,5.0,14.03469,7125:1,12.0,33.68327,2969:1,9.8,No,79.234425709,342.84174077,8.6,14.9,21.801493291,19.03665862,75.731207545,49.584573065,POINT (-84.912432 32.7315494)
13147.0,GA,Georgia,Hart,"Hart, GA",Rural,25791.0,259.54189911000003,99.37123866489534,74.465553484,30.130448615972,Very Low,28.474156607861342,Very Low,81.16000366210938,Very High,29.309999465942383,Relatively Low,17.4,3.8127884664,5.3146902796,10.0,37.87018,2641:1,8.0,30.2927,3301:1,7.0,26.50612,3773:1,9.4,No,77.270205883,408.06747866,11.6,17.0,20.451361278,22.571850506,74.811617252,50.463857018,POINT (-82.96329 34.3487328)
13149.0,GA,Georgia,Heard,"Heard, GA",Rural,11409.0,304.13414694,37.51305177267972,100.0,12.694877505567929,Very Low,9.811203961621787,Very Low,81.02999877929686,Very High,7.289999961853027,Very Low,18.1,4.0388981091,5.5253043614,2.0,16.704250000000002,5987:1,,,,4.0,34.58712,2891:1,9.4,Yes,74.298139535,529.99225998,12.3,17.8,22.80155642,17.501080847,84.185041072,50.18590575,POINT (-85.1378862 33.2913469)
13151.0,GA,Georgia,Henry,"Henry, GA",Small Urban,240522.0,329.83160067,729.2266705537558,13.853336079,75.97836461979,Relatively Low,77.9015784586815,Relatively Low,40.0099983215332,Relatively Moderate,61.0099983215332,Relatively High,14.7,3.2338925954,5.0638390087,115.0,48.08919,2079:1,85.0,34.66063,2885:1,412.0,168.00212,595:1,10.2,No,76.885243827,394.85401147,9.6,15.2,25.150162089,12.253552715,35.573633454,52.38811752,POINT (-84.1540207 33.4529466)
13153.0,GA,Georgia,Houston,"Houston, GA",Small Urban,163485.0,383.73828831,426.0325460875823,9.962115797,71.07858733693922,Relatively Low,70.65923862581243,Relatively Low,53.68999862670898,Relatively Moderate,65.55999755859375,Relatively High,13.9,3.183760262,4.721537627,89.0,55.58678,1799:1,87.0,52.14921,1918:1,286.0,171.43302,583:1,10.1,Yes,76.541559972,410.51231772,9.4,15.0,25.674193336,13.301644199,53.731065942,51.560579995,POINT (-83.6625217 32.4582875)
13155.0,GA,Georgia,Irwin,"Irwin, GA",Rural,9611.0,366.42503976,26.229102700773357,64.709582722,29.81228125994273,Very Low,25.41008975549365,Very Low,82.65000152587889,Very High,39.5,Relatively Low,20.8,4.1599238079,5.1731026848,3.0,31.95909,3129:1,1.0,10.39717,9618:1,2.0,20.79434,4809:1,9.2,No,73.001364128,565.38145118,13.1,17.3,20.3264712,17.966313163,67.009773342,47.213557912,POINT (-83.2770374 31.6043062)
13157.0,GA,Georgia,Jackson,"Jackson, GA",Small Urban,75573.0,346.54222395000005,218.0773215413538,60.014879722,58.44734330257716,Relatively Low,58.1553698545342,Relatively Low,38.700000762939446,Relatively Low,65.66000366210938,Relatively High,14.5,3.4573734748,5.1439287927,48.0,62.99294999999999,1587:1,39.0,48.57634,2059:1,43.0,53.55853,1867:1,10.1,No,76.63125835,412.48476384,10.2,16.1,25.267169868,14.352440027,78.529257903,50.244127245,POINT (-83.5625568 34.1309052)
13159.0,GA,Georgia,Jasper,"Jasper, GA",Rural,14558.0,377.23467678,38.591362078015166,81.762589928,6.299713649379574,Very Low,6.190034045187248,Very Low,60.630001068115234,Relatively High,33.2599983215332,Relatively Low,18.3,3.9318830063,5.3104753169,5.0,34.52323,2897:1,2.0,13.09072,7639:1,6.0,39.27216,2546:1,9.9,No,75.740775338,470.18325964,12.1,17.4,23.11820919,17.430291923,76.096347689,50.621809137,POINT (-83.6891515 33.3169807)
13161.0,GA,Georgia,Jeff Davis,"Jeff Davis, GA",Rural,14730.0,338.78397462000004,43.47903414416822,69.511547651,46.993318485523375,Very Low,38.96626431445373,Very Low,87.23999786376953,Very High,23.36000061035156,Relatively Low,21.6,4.3707063887,5.5006838671,2.0,13.14665,7607:1,1.0,6.724049999999999,14872:1,1.0,6.724049999999999,14872:1,9.0,No,73.598257861,583.3912351,13.8,18.2,25.988434642,16.198224852,70.064550834,50.484131253,POINT (-82.6368248 31.8116153)
